,year,category,total_hiv_diag_N,total_hiv_diag_per,without_aids_N,without_aids_per,concurrent_aids_N,concurrent_aids_per,aids_N,plwha_N,death_N,borough,sex,sex_cat,race_cat,borough_cat,age_cat,risk_cat
481,2012,Black,6,42.9,6,46.2,0,0,10,372,5,Staten Island,Female,All,Black,All,All,All
482,2012,Latino/Hispanic,3,21.4,2,15.4,1,100,5,232,8,Staten Island,Female,All,Latino/Hispanic,All,All,All
483,2012,White,5,35.7,5,38.5,0,0,1,181,7,Staten Island,Female,All,White,All,All,All
484,2012,Asian/Pacific Islander,0,0,0,0,0,0,0,3,0,Staten Island,Female,All,Asian/Pacific Islander,All,All,All
485,2012,Unknown race,0,0,0,0,0,0,0,6,0,Staten Island,Female,All,Unknown race,All,All,All
486,2012,0-12,0,0,0,0,0,0,0,3,0,Staten Island,Female,All,All,All,0-12,All
487,2012,13-19,0,0,0,0,0,0,0,15,0,Staten Island,Female,All,All,All,13-19,All
488,2012,20-29,4,28.6,4,30.8,0,0,2,48,1,Staten Island,Female,All,All,All,20-29,All
489,2012,30-39,5,35.7,5,38.5,0,0,2,108,1,Staten Island,Female,All,All,All,30-39,All
490,2012,40-49,3,21.4,3,23.1,0,0,6,262,3,Staten Island,Female,All,All,All,40-49,All
491,2012,50-59,1,7.1,1,7.7,0,0,2,267,10,Staten Island,Female,All,All,All,50-59,All
492,2012,60+,1,7.1,0,0,1,100,4,91,5,Staten Island,Female,All,All,All,60+,All
493,2012,Injection drug use history (IDU),0,0,0,0,0,0,3,149,7,Staten Island,Female,All,All,All,All,Injection drug use history (IDU)
494,2012,Heterosexual contact,10,71.4,10,76.9,0,0,10,428,9,Staten Island,Female,All,All,All,All,Heterosexual contact
495,2012,Transgender people with sexual contact,0,0,0,0,0,0,0,16,1,Staten Island,Female,All,All,All,All,Transgender people with sexual contact
496,2012,Perinatal,0,0,0,0,0,0,0,32,0,Staten Island,Female,All,All,All,All,Perinatal
497,2012,Other risk,0,0,0,0,0,0,0,6,0,Staten Island,Female,All,All,All,All,Other risk
498,2012,Unknown risk,4,28.6,3,23.1,1,100,3,163,3,Staten Island,Female,All,All,All,All,Unknown risk
499,2013,TOTAL,2898,100,2316,79.9,582,20.1,1981,121137,1852,All,All,All,All,All,All,All
500,2013,Male,2305,79.5,1853,80,452,77.7,"1,472",86776,"1,299",All,All,Male,All,All,All,All
501,2013,Female,538,18.6,412,17.8,126,21.6,482,33144,541,All,All,Female,All,All,All,All
502,2013,Transgender,55,1.9,51,2.2,4,0.7,27,1217,12,All,All,Transgender,All,All,All,All
503,2013,Black,1172,40.4,910,39.3,262,45,999,53407,894,All,All,All,Black,All,All,All
504,2013,Latino/Hispanic,1007,34.7,810,35,197,33.8,638,39529,634,All,All,All,Latino/Hispanic,All,All,All
505,2013,White,539,18.6,452,19.5,87,14.9,273,25002,294,All,All,All,White,All,All,All
506,2013,Asian/Pacific Islander,125,4.3,95,4.1,30,5.2,53,2342,22,All,All,All,Asian/Pacific Islander,All,All,All
507,2013,Native American,7,0.2,7,0.3,0,0,5,285,5,All,All,All,Native American,All,All,All
508,2013,Multiracial,48,1.7,42,1.8,6,1,13,234,3,All,All,All,Multiracial,All,All,All
509,2013,Unknown race,0,0,0,0,0,0,0,338,0,All,All,All,Unknown race,All,All,All
510,2013,0-12,2,0.1,2,0.1,0,0,0,180,0,All,All,All,All,All,0-12,All
511,2013,13-19,125,4.3,116,5,9,1.5,38,995,1,All,All,All,All,All,13-19,All
512,2013,20-29,1084,37.4,959,41.4,125,21.5,429,10712,50,All,All,All,All,All,20-29,All
513,2013,30-39,669,23.1,541,23.4,128,22,458,18051,100,All,All,All,All,All,30-39,All
514,2013,40-49,574,19.8,406,17.5,168,28.9,529,33854,391,All,All,All,All,All,40-49,All
515,2013,50-59,299,10.3,205,8.9,94,16.2,359,37580,690,All,All,All,All,All,50-59,All
516,2013,60+,145,5,87,3.8,58,10,168,19765,620,All,All,All,All,All,60+,All
517,2013,Bronx,534,18.4,425,18.4,109,18.7,418,27079,487,All,All,All,All,Bronx,All,All
518,2013,Brooklyn,707,24.4,550,23.7,157,27,465,28563,449,All,All,All,All,Brooklyn,All,All
519,2013,Manhattan,691,23.8,554,23.9,137,23.5,412,31400,355,All,All,All,All,Manhattan,All,All
520,2013,Queens,457,15.8,349,15.1,108,18.6,281,17315,159,All,All,All,All,Queens,All,All
521,2013,Staten Island,53,1.8,42,1.8,11,1.9,26,2210,61,All,All,All,All,Staten Island,All,All
522,2013,Outside NYC,377,13,319,13.8,58,10,317,12200,70,All,All,All,All,Outside NYC,All,All
523,2013,Unknown borough,79,2.7,77,3.3,2,0.3,62,2370,271,All,All,All,All,Unknown borough,All,All
524,2013,Male who have sex with men (MSM),1708,58.9,1429,61.7,279,47.9,870,46390,386,All,All,All,All,All,All,Male who have sex with men (MSM)
525,2013,Injection drug use history (IDU),64,2.2,46,2,18,3.1,138,16932,541,All,All,All,All,All,All,Injection drug use history (IDU)
526,2013,MSM-IDU,65,2.2,60,2.6,5,0.9,36,3103,74,All,All,All,All,All,All,MSM-IDU
527,2013,Heterosexual contact,547,18.9,409,17.7,138,23.7,445,24081,340,All,All,All,All,All,All,Heterosexual contact
528,2013,Transgender people with sexual contact,49,1.7,45,1.9,4,0.7,26,1013,12,All,All,All,All,All,All,Transgender people with sexual contact
529,2013,Perinatal,2,0.1,2,0.1,0,0,30,2576,10,All,All,All,All,All,All,Perinatal
530,2013,Other risk,0,0,0,0,0,0,0,210,11,All,All,All,All,All,All,Other risk
531,2013,Unknown risk,463,16,325,14,138,23.7,436,26832,478,All,All,All,All,All,All,Unknown risk
532,2013,TOTAL,361,100,285,78.9,76,21.1,282,16469,324,Bronx,Male,All,All,All,All,All
533,2013,Black,161,44.6,122,42.8,39,51.3,147,7253,132,Bronx,Male,All,Black,All,All,All
534,2013,Latino/Hispanic,178,49.3,147,51.6,31,40.8,123,8172,180,Bronx,Male,All,Latino/Hispanic,All,All,All
535,2013,White,10,2.8,6,2.1,4,5.3,9,861,9,Bronx,Male,All,White,All,All,All
536,2013,Asian/Pacific Islander,7,1.9,6,2.1,1,1.3,2,109,1,Bronx,Male,All,Asian/Pacific Islander,All,All,All
537,2013,Native American,0,0,0,0,0,0,0,35,2,Bronx,Male,All,Native American,All,All,All
538,2013,Multiracial,5,1.4,4,1.4,1,1.3,1,15,0,Bronx,Male,All,Multiracial,All,All,All
539,2013,Unknown race,0,0,0,0,0,0,0,24,0,Bronx,Male,All,Unknown race,All,All,All
540,2013,0-12,0,0,0,0,0,0,0,26,0,Bronx,Male,All,All,All,0-12,All
541,2013,13-19,17,4.7,16,5.6,1,1.3,4,135,1,Bronx,Male,All,All,All,13-19,All
542,2013,20-29,156,43.2,133,46.7,23,30.3,69,1624,8,Bronx,Male,All,All,All,20-29,All
543,2013,30-39,71,19.7,60,21.1,11,14.5,56,2244,14,Bronx,Male,All,All,All,30-39,All
544,2013,40-49,71,19.7,48,16.8,23,30.3,74,4323,64,Bronx,Male,All,All,All,40-49,All
545,2013,50-59,33,9.1,23,8.1,10,13.2,53,5286,138,Bronx,Male,All,All,All,50-59,All
546,2013,60+,13,3.6,5,1.8,8,10.5,26,2831,99,Bronx,Male,All,All,All,60+,All
547,2013,Male who have sex with men (MSM),224,62,184,64.6,40,52.6,129,5749,67,Bronx,Male,All,All,All,All,Male who have sex with men (MSM)
548,2013,Injection drug use history (IDU),10,2.8,8,2.8,2,2.6,29,3421,121,Bronx,Male,All,All,All,All,Injection drug use history (IDU)
549,2013,MSM-IDU,15,4.2,14,4.9,1,1.3,2,729,18,Bronx,Male,All,All,All,All,MSM-IDU
550,2013,Heterosexual contact,27,7.5,20,7,7,9.2,28,1612,34,Bronx,Male,All,All,All,All,Heterosexual contact
551,2013,Transgender people with sexual contact,0,0,0,0,0,0,1,5,0,Bronx,Male,All,All,All,All,Transgender people with sexual contact
552,2013,Perinatal,0,0,0,0,0,0,4,412,2,Bronx,Male,All,All,All,All,Perinatal
553,2013,Other risk,0,0,0,0,0,0,0,22,1,Bronx,Male,All,All,All,All,Other risk
554,2013,Unknown risk,85,23.5,59,20.7,26,34.2,89,4519,81,Bronx,Male,All,All,All,All,Unknown risk
555,2013,TOTAL,173,100,140,80.9,33,19.1,136,10610,163,Bronx,Female,All,All,All,All,All
556,2013,Black,86,49.7,74,52.9,12,36.4,77,5378,76,Bronx,Female,All,Black,All,All,All
557,2013,Latino/Hispanic,78,45.1,59,42.1,19,57.6,57,4808,80,Bronx,Female,All,Latino/Hispanic,All,All,All
558,2013,White,4,2.3,3,2.1,1,3,1,335,5,Bronx,Female,All,White,All,All,All
559,2013,Asian/Pacific Islander,2,1.2,1,0.7,1,3,1,40,2,Bronx,Female,All,Asian/Pacific Islander,All,All,All
560,2013,Native American,1,0.6,1,0.7,0,0,0,22,0,Bronx,Female,All,Native American,All,All,All
561,2013,Multiracial,2,1.2,2,1.4,0,0,0,10,0,Bronx,Female,All,Multiracial,All,All,All
562,2013,Unknown race,0,0,0,0,0,0,0,17,0,Bronx,Female,All,Unknown race,All,All,All
563,2013,0-12,0,0,0,0,0,0,0,32,0,Bronx,Female,All,All,All,0-12,All
564,2013,13-19,10,5.8,10,7.1,0,0,2,156,0,Bronx,Female,All,All,All,13-19,All
565,2013,20-29,45,26,39,27.9,6,18.2,21,767,3,Bronx,Female,All,All,All,20-29,All
566,2013,30-39,41,23.7,36,25.7,5,15.2,27,1609,9,Bronx,Female,All,All,All,30-39,All
567,2013,40-49,36,20.8,28,20,8,24.2,40,3160,42,Bronx,Female,All,All,All,40-49,All
568,2013,50-59,23,13.3,14,10,9,27.3,36,3391,69,Bronx,Female,All,All,All,50-59,All
569,2013,60+,18,10.4,13,9.3,5,15.2,10,1495,40,Bronx,Female,All,All,All,60+,All
570,2013,Injection drug use history (IDU),10,5.8,7,5,3,9.1,12,1978,50,Bronx,Female,All,All,All,All,Injection drug use history (IDU)
571,2013,Heterosexual contact,140,80.9,113,80.7,27,81.8,98,5475,63,Bronx,Female,All,All,All,All,Heterosexual contact
572,2013,Transgender people with sexual contact,8,4.6,8,5.7,0,0,0,231,4,Bronx,Female,All,All,All,All,Transgender people with sexual contact
573,2013,Perinatal,0,0,0,0,0,0,1,422,2,Bronx,Female,All,All,All,All,Perinatal
574,2013,Other risk,0,0,0,0,0,0,0,21,2,Bronx,Female,All,All,All,All,Other risk
575,2013,Unknown risk,15,8.7,12,8.6,3,9.1,25,2483,42,Bronx,Female,All,All,All,All,Unknown risk
576,2013,TOTAL,529,100,418,79,111,21,319,18639,296,Brooklyn,Male,All,All,All,All,All
577,2013,Black,305,57.7,233,55.7,72,64.9,205,10621,192,Brooklyn,Male,All,Black,All,All,All
578,2013,Latino/Hispanic,126,23.8,99,23.7,27,24.3,75,4688,73,Brooklyn,Male,All,Latino/Hispanic,All,All,All
579,2013,White,78,14.7,67,16,11,9.9,32,2917,29,Brooklyn,Male,All,White,All,All,All
580,2013,Asian/Pacific Islander,12,2.3,11,2.6,1,0.9,5,317,1,Brooklyn,Male,All,Asian/Pacific Islander,All,All,All
581,2013,Native American,2,0.4,2,0.5,0,0,2,47,1,Brooklyn,Male,All,Native American,All,All,All
582,2013,Multiracial,6,1.1,6,1.4,0,0,0,24,0,Brooklyn,Male,All,Multiracial,All,All,All
583,2013,Unknown race,0,0,0,0,0,0,0,25,0,Brooklyn,Male,All,Unknown race,All,All,All
584,2013,0-12,1,0.2,1,0.2,0,0,0,21,0,Brooklyn,Male,All,All,All,0-12,All
585,2013,13-19,29,5.5,27,6.5,2,1.8,5,152,0,Brooklyn,Male,All,All,All,13-19,All
586,2013,20-29,217,41,192,45.9,25,22.5,73,1956,10,Brooklyn,Male,All,All,All,20-29,All
587,2013,30-39,107,20.2,84,20.1,23,20.7,75,2955,20,Brooklyn,Male,All,All,All,30-39,All
588,2013,40-49,98,18.5,68,16.3,30,27,82,4988,57,Brooklyn,Male,All,All,All,40-49,All
589,2013,50-59,46,8.7,27,6.5,19,17.1,60,5495,116,Brooklyn,Male,All,All,All,50-59,All
590,2013,60+,31,5.9,19,4.5,12,10.8,24,3072,93,Brooklyn,Male,All,All,All,60+,All
591,2013,Male who have sex with men (MSM),374,70.7,317,75.8,57,51.4,172,8769,72,Brooklyn,Male,All,All,All,All,Male who have sex with men (MSM)
592,2013,Injection drug use history (IDU),9,1.7,7,1.7,2,1.8,19,2589,79,Brooklyn,Male,All,All,All,All,Injection drug use history (IDU)
593,2013,MSM-IDU,11,2.1,9,2.2,2,1.8,10,624,19,Brooklyn,Male,All,All,All,All,MSM-IDU
594,2013,Heterosexual contact,36,6.8,23,5.5,13,11.7,29,1617,33,Brooklyn,Male,All,All,All,All,Heterosexual contact
595,2013,Transgender people with sexual contact,0,0,0,0,0,0,1,3,0,Brooklyn,Male,All,All,All,All,Transgender people with sexual contact
596,2013,Perinatal,1,0.2,1,0.2,0,0,2,334,1,Brooklyn,Male,All,All,All,All,Perinatal
597,2013,Other risk,0,0,0,0,0,0,0,22,0,Brooklyn,Male,All,All,All,All,Other risk
598,2013,Unknown risk,98,18.5,61,14.6,37,33.3,86,4681,92,Brooklyn,Male,All,All,All,All,Unknown risk
599,2013,TOTAL,178,100,132,74.2,46,25.8,146,9924,153,Brooklyn,Female,All,All,All,All,All
600,2013,Black,138,77.5,103,78,35,76.1,102,6905,117,Brooklyn,Female,All,Black,All,All,All
601,2013,Latino/Hispanic,27,15.2,20,15.2,7,15.2,33,2339,25,Brooklyn,Female,All,Latino/Hispanic,All,All,All
602,2013,White,9,5.1,7,5.3,2,4.3,6,526,11,Brooklyn,Female,All,White,All,All,All
603,2013,Asian/Pacific Islander,0,0,0,0,0,0,0,91,0,Brooklyn,Female,All,Asian/Pacific Islander,All,All,All
604,2013,Native American,0,0,0,0,0,0,2,30,0,Brooklyn,Female,All,Native American,All,All,All
605,2013,Multiracial,4,2.2,2,1.5,2,4.3,3,11,0,Brooklyn,Female,All,Multiracial,All,All,All
606,2013,Unknown race,0,0,0,0,0,0,0,22,0,Brooklyn,Female,All,Unknown race,All,All,All
607,2013,0-12,1,0.6,1,0.8,0,0,0,26,0,Brooklyn,Female,All,All,All,0-12,All
608,2013,13-19,8,4.5,7,5.3,1,2.2,4,134,0,Brooklyn,Female,All,All,All,13-19,All
609,2013,20-29,34,19.1,29,22,5,10.9,25,698,5,Brooklyn,Female,All,All,All,20-29,All
610,2013,30-39,38,21.3,28,21.2,10,21.7,39,1472,4,Brooklyn,Female,All,All,All,30-39,All
611,2013,40-49,52,29.2,37,28,15,32.6,40,2829,42,Brooklyn,Female,All,All,All,40-49,All
612,2013,50-59,32,18,22,16.7,10,21.7,24,3218,59,Brooklyn,Female,All,All,All,50-59,All
613,2013,60+,13,7.3,8,6.1,5,10.9,14,1547,43,Brooklyn,Female,All,All,All,60+,All
614,2013,Injection drug use history (IDU),9,5.1,6,4.5,3,6.5,9,1510,43,Brooklyn,Female,All,All,All,All,Injection drug use history (IDU)
615,2013,Heterosexual contact,122,68.5,91,68.9,31,67.4,89,5368,55,Brooklyn,Female,All,All,All,All,Heterosexual contact
616,2013,Transgender people with sexual contact,9,5.1,8,6.1,1,2.2,8,229,3,Brooklyn,Female,All,All,All,All,Transgender people with sexual contact
617,2013,Perinatal,1,0.6,1,0.8,0,0,6,370,1,Brooklyn,Female,All,All,All,All,Perinatal
618,2013,Other risk,0,0,0,0,0,0,0,26,2,Brooklyn,Female,All,All,All,All,Other risk
619,2013,Unknown risk,37,20.8,26,19.7,11,23.9,34,2421,49,Brooklyn,Female,All,All,All,All,Unknown risk
620,2013,TOTAL,587,100,478,81.4,109,18.6,333,26125,272,Manhattan,Male,All,All,All,All,All
621,2013,Black,128,21.8,96,20.1,32,29.4,120,7005,108,Manhattan,Male,All,Black,All,All,All
622,2013,Latino/Hispanic,199,33.9,165,34.5,34,31.2,100,7103,80,Manhattan,Male,All,Latino/Hispanic,All,All,All
623,2013,White,213,36.3,179,37.4,34,31.2,99,11129,77,Manhattan,Male,All,White,All,All,All
624,2013,Asian/Pacific Islander,35,6,28,5.9,7,6.4,10,637,5,Manhattan,Male,All,Asian/Pacific Islander,All,All,All
625,2013,Native American,1,0.2,1,0.2,0,0,0,48,0,Manhattan,Male,All,Native American,All,All,All
626,2013,Multiracial,11,1.9,9,1.9,2,1.8,4,48,2,Manhattan,Male,All,Multiracial,All,All,All
627,2013,Unknown race,0,0,0,0,0,0,0,155,0,Manhattan,Male,All,Unknown race,All,All,All
628,2013,0-12,0,0,0,0,0,0,0,14,0,Manhattan,Male,All,All,All,0-12,All
629,2013,13-19,17,2.9,15,3.1,2,1.8,5,58,0,Manhattan,Male,All,All,All,13-19,All
630,2013,20-29,213,36.3,192,40.2,21,19.3,67,1668,4,Manhattan,Male,All,All,All,20-29,All
631,2013,30-39,160,27.3,134,28,26,23.9,76,3662,9,Manhattan,Male,All,All,All,30-39,All
632,2013,40-49,124,21.1,86,18,38,34.9,94,7479,46,Manhattan,Male,All,All,All,40-49,All
633,2013,50-59,55,9.4,40,8.4,15,13.8,67,8214,81,Manhattan,Male,All,All,All,50-59,All
634,2013,60+,18,3.1,11,2.3,7,6.4,24,5030,132,Manhattan,Male,All,All,All,60+,All
635,2013,Male who have sex with men (MSM),485,82.6,403,84.3,82,75.2,231,17301,111,Manhattan,Male,All,All,All,All,Male who have sex with men (MSM)
636,2013,Injection drug use history (IDU),6,1,2,0.4,4,3.7,23,2376,69,Manhattan,Male,All,All,All,All,Injection drug use history (IDU)
637,2013,MSM-IDU,16,2.7,16,3.3,0,0,9,870,14,Manhattan,Male,All,All,All,All,MSM-IDU
638,2013,Heterosexual contact,19,3.2,13,2.7,6,5.5,17,1005,14,Manhattan,Male,All,All,All,All,Heterosexual contact
639,2013,Transgender people with sexual contact,0,0,0,0,0,0,0,2,0,Manhattan,Male,All,All,All,All,Transgender people with sexual contact
640,2013,Perinatal,0,0,0,0,0,0,0,176,0,Manhattan,Male,All,All,All,All,Perinatal
641,2013,Other risk,0,0,0,0,0,0,0,15,2,Manhattan,Male,All,All,All,All,Other risk
642,2013,Unknown risk,61,10.4,44,9.2,17,15.6,53,4380,62,Manhattan,Male,All,All,All,All,Unknown risk
643,2013,TOTAL,104,100,76,73.1,28,26.9,79,5275,83,Manhattan,Female,All,All,All,All,All
644,2013,Black,45,43.3,30,39.5,15,53.6,46,2881,41,Manhattan,Female,All,Black,All,All,All
645,2013,Latino/Hispanic,45,43.3,33,43.4,12,42.9,29,1743,27,Manhattan,Female,All,Latino/Hispanic,All,All,All
646,2013,White,11,10.6,10,13.2,1,3.6,3,540,14,Manhattan,Female,All,White,All,All,All
647,2013,Asian/Pacific Islander,0,0,0,0,0,0,0,70,0,Manhattan,Female,All,Asian/Pacific Islander,All,All,All
648,2013,Native American,0,0,0,0,0,0,0,10,1,Manhattan,Female,All,Native American,All,All,All
649,2013,Multiracial,3,2.9,3,3.9,0,0,1,13,0,Manhattan,Female,All,Multiracial,All,All,All
650,2013,Unknown race,0,0,0,0,0,0,0,18,0,Manhattan,Female,All,Unknown race,All,All,All
651,2013,0-12,0,0,0,0,0,0,0,12,0,Manhattan,Female,All,All,All,0-12,All
652,2013,13-19,5,4.8,4,5.3,1,3.6,3,69,0,Manhattan,Female,All,All,All,13-19,All
653,2013,20-29,24,23.1,22,28.9,2,7.1,6,369,0,Manhattan,Female,All,All,All,20-29,All
654,2013,30-39,23,22.1,20,26.3,3,10.7,15,632,3,Manhattan,Female,All,All,All,30-39,All
655,2013,40-49,22,21.2,15,19.7,7,25,20,1451,20,Manhattan,Female,All,All,All,40-49,All
656,2013,50-59,18,17.3,9,11.8,9,32.1,23,1758,30,Manhattan,Female,All,All,All,50-59,All
657,2013,60+,12,11.5,6,7.9,6,21.4,12,984,30,Manhattan,Female,All,All,All,60+,All
658,2013,Injection drug use history (IDU),5,4.8,4,5.3,1,3.6,10,1076,26,Manhattan,Female,All,All,All,All,Injection drug use history (IDU)
659,2013,Heterosexual contact,72,69.2,52,68.4,20,71.4,49,2430,38,Manhattan,Female,All,All,All,All,Heterosexual contact
660,2013,Transgender people with sexual contact,10,9.6,9,11.8,1,3.6,3,209,3,Manhattan,Female,All,All,All,All,Transgender people with sexual contact
661,2013,Perinatal,0,0,0,0,0,0,4,196,0,Manhattan,Female,All,All,All,All,Perinatal
662,2013,Other risk,0,0,0,0,0,0,0,15,2,Manhattan,Female,All,All,All,All,Other risk
663,2013,Unknown risk,17,16.3,11,14.5,6,21.4,13,1349,14,Manhattan,Female,All,All,All,All,Unknown risk
664,2013,TOTAL,389,100,295,75.8,94,24.2,218,12446,112,Queens,Male,All,All,All,All,All
665,2013,Black,94,24.2,71,24.1,23,24.5,79,4279,43,Queens,Male,All,Black,All,All,All
666,2013,Latino/Hispanic,193,49.6,149,50.5,44,46.8,97,5158,36,Queens,Male,All,Latino/Hispanic,All,All,All
667,2013,White,51,13.1,39,13.2,12,12.8,22,2318,28,Queens,Male,All,White,All,All,All
668,2013,Asian/Pacific Islander,45,11.6,30,10.2,15,16,20,599,5,Queens,Male,All,Asian/Pacific Islander,All,All,All
669,2013,Native American,2,0.5,2,0.7,0,0,0,48,0,Queens,Male,All,Native American,All,All,All
670,2013,Multiracial,4,1,4,1.4,0,0,0,18,0,Queens,Male,All,Multiracial,All,All,All
671,2013,Unknown race,0,0,0,0,0,0,0,26,0,Queens,Male,All,Unknown race,All,All,All
672,2013,0-12,0,0,0,0,0,0,0,15,0,Queens,Male,All,All,All,0-12,All
673,2013,13-19,8,2.1,8,2.7,0,0,0,59,0,Queens,Male,All,All,All,13-19,All
674,2013,20-29,170,43.7,142,48.1,28,29.8,50,1083,4,Queens,Male,All,All,All,20-29,All
675,2013,30-39,97,24.9,72,24.4,25,26.6,62,1999,5,Queens,Male,All,All,All,30-39,All
676,2013,40-49,63,16.2,40,13.6,23,24.5,59,3644,23,Queens,Male,All,All,All,40-49,All
677,2013,50-59,38,9.8,26,8.8,12,12.8,31,3856,41,Queens,Male,All,All,All,50-59,All
678,2013,60+,13,3.3,7,2.4,6,6.4,16,1790,39,Queens,Male,All,All,All,60+,All
679,2013,Male who have sex with men (MSM),301,77.4,240,81.4,61,64.9,130,6252,32,Queens,Male,All,All,All,All,Male who have sex with men (MSM)
680,2013,Injection drug use history (IDU),1,0.3,1,0.3,0,0,5,1609,20,Queens,Male,All,All,All,All,Injection drug use history (IDU)
681,2013,MSM-IDU,4,1,4,1.4,0,0,1,387,5,Queens,Male,All,All,All,All,MSM-IDU
682,2013,Heterosexual contact,26,6.7,12,4.1,14,14.9,34,1153,16,Queens,Male,All,All,All,All,Heterosexual contact
683,2013,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Queens,Male,All,All,All,All,Transgender people with sexual contact
684,2013,Perinatal,0,0,0,0,0,0,2,183,1,Queens,Male,All,All,All,All,Perinatal
685,2013,Other risk,0,0,0,0,0,0,0,22,0,Queens,Male,All,All,All,All,Other risk
686,2013,Unknown risk,57,14.7,38,12.9,19,20.2,46,2840,38,Queens,Male,All,All,All,All,Unknown risk
687,2013,TOTAL,68,100,54,79.4,14,20.6,63,4869,47,Queens,Female,All,All,All,All,All
688,2013,Black,30,44.1,23,42.6,7,50,33,2773,23,Queens,Female,All,Black,All,All,All
689,2013,Latino/Hispanic,23,33.8,19,35.2,4,28.6,21,1458,14,Queens,Female,All,Latino/Hispanic,All,All,All
690,2013,White,8,11.8,6,11.1,2,14.3,6,438,7,Queens,Female,All,White,All,All,All
691,2013,Asian/Pacific Islander,6,8.8,5,9.3,1,7.1,3,161,3,Queens,Female,All,Asian/Pacific Islander,All,All,All
692,2013,Native American,0,0,0,0,0,0,0,13,0,Queens,Female,All,Native American,All,All,All
693,2013,Multiracial,1,1.5,1,1.9,0,0,0,12,0,Queens,Female,All,Multiracial,All,All,All
694,2013,Unknown race,0,0,0,0,0,0,0,14,0,Queens,Female,All,Unknown race,All,All,All
695,2013,0-12,0,0,0,0,0,0,0,11,0,Queens,Female,All,All,All,0-12,All
696,2013,13-19,6,8.8,6,11.1,0,0,1,55,0,Queens,Female,All,All,All,13-19,All
697,2013,20-29,11,16.2,11,20.4,0,0,7,323,1,Queens,Female,All,All,All,20-29,All
698,2013,30-39,15,22.1,13,24.1,2,14.3,13,703,4,Queens,Female,All,All,All,30-39,All
699,2013,40-49,20,29.4,14,25.9,6,42.9,21,1495,7,Queens,Female,All,All,All,40-49,All
700,2013,50-59,9,13.2,6,11.1,3,21.4,13,1571,20,Queens,Female,All,All,All,50-59,All
701,2013,60+,7,10.3,4,7.4,3,21.4,8,711,15,Queens,Female,All,All,All,60+,All
702,2013,Injection drug use history (IDU),4,5.9,3,5.6,1,7.1,6,769,14,Queens,Female,All,All,All,All,Injection drug use history (IDU)
703,2013,Heterosexual contact,51,75,40,74.1,11,78.6,46,2740,22,Queens,Female,All,All,All,All,Heterosexual contact
704,2013,Transgender people with sexual contact,9,13.2,7,13,2,14.3,4,144,0,Queens,Female,All,All,All,All,Transgender people with sexual contact
705,2013,Perinatal,0,0,0,0,0,0,1,163,1,Queens,Female,All,All,All,All,Perinatal
706,2013,Other risk,0,0,0,0,0,0,0,20,1,Queens,Female,All,All,All,All,Other risk
707,2013,Unknown risk,4,5.9,4,7.4,0,0,6,1033,9,Queens,Female,All,All,All,All,Unknown risk
708,2013,TOTAL,41,100,35,85.4,6,14.6,16,1424,38,Staten Island,Male,All,All,All,All,All
709,2013,Black,12,29.3,11,31.4,1,16.7,4,491,7,Staten Island,Male,All,Black,All,All,All
710,2013,Latino/Hispanic,17,41.5,15,42.9,2,33.3,4,415,17,Staten Island,Male,All,Latino/Hispanic,All,All,All
711,2013,White,10,24.4,8,22.9,2,33.3,7,482,14,Staten Island,Male,All,White,All,All,All
712,2013,Asian/Pacific Islander,1,2.4,0,0,1,16.7,1,20,0,Staten Island,Male,All,Asian/Pacific Islander,All,All,All
713,2013,Unknown race,1,2.4,1,2.9,0,0,0,16,0,Staten Island,Male,All,Unknown race,All,All,All
714,2013,0-12,0,0,0,0,0,0,0,1,0,Staten Island,Male,All,All,All,0-12,All
715,2013,13-19,4,9.8,4,11.4,0,0,1,15,0,Staten Island,Male,All,All,All,13-19,All
716,2013,20-29,15,36.6,14,40,1,16.7,2,98,2,Staten Island,Male,All,All,All,20-29,All
717,2013,30-39,10,24.4,8,22.9,2,33.3,3,173,2,Staten Island,Male,All,All,All,30-39,All
718,2013,40-49,6,14.6,4,11.4,2,33.3,5,370,8,Staten Island,Male,All,All,All,40-49,All
719,2013,50-59,2,4.9,2,5.7,0,0,2,522,10,Staten Island,Male,All,All,All,50-59,All
720,2013,60+,4,9.8,3,8.6,1,16.7,3,245,16,Staten Island,Male,All,All,All,60+,All
721,2013,Male who have sex with men (MSM),25,61,22,62.9,3,50,6,554,7,Staten Island,Male,All,All,All,All,Male who have sex with men (MSM)
722,2013,Injection drug use history (IDU),1,2.4,1,2.9,0,0,2,281,19,Staten Island,Male,All,All,All,All,Injection drug use history (IDU)
723,2013,MSM-IDU,1,2.4,1,2.9,0,0,2,67,2,Staten Island,Male,All,All,All,All,MSM-IDU
724,2013,Heterosexual contact,0,0,0,0,0,0,0,130,4,Staten Island,Male,All,All,All,All,Heterosexual contact
725,2013,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Staten Island,Male,All,All,All,All,Transgender people with sexual contact
726,2013,Perinatal,0,0,0,0,0,0,1,35,0,Staten Island,Male,All,All,All,All,Perinatal
727,2013,Other risk,0,0,0,0,0,0,0,0,1,Staten Island,Male,All,All,All,All,Other risk
728,2013,Unknown risk,14,34.1,11,31.4,3,50,5,357,5,Staten Island,Male,All,All,All,All,Unknown risk
